report_id,scenario_family,primary_lsr_design,secondary_scenario_design,cohort_id,control_state_design,site_trend_design,word_count,normalized_narrative,observed_risk,observed_sif_decision,observed_assigned_lsr_ids,observed_unavailable_rule_ids,meaningful_hazard_extraction
DEMO500-0122,Bypassed safety controls,LSR01,none,bypassed_safety_controls-cohort-2,high,declining,80,"at frostline depot in the test stand, the rigger prepared driving during the task execution stage. the equipment was guarded drive, interlock, and control panel. the guard interlock was bypassed and the safety control was disabled. the operator stood beside the moving-part zone. the expected guard, interlock, test procedure, and stop control was not verified. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. demo sequence 0122 was logged.",High,SIF_POTENTIAL,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0123,Routine work,none,none,routine_work-cohort-1,high,stable,81,"at cedar ridge station in the workshop aisle, the technician prepared valve maintenance during the isolation check stage. the equipment was hand tool, bench, and disconnected source. a routine task continued after a minor control deviation was observed. a worker walked close to the obstruction. the expected housekeeping, ordinary footing, and task check was not verified. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. demo sequence 0123 was logged.",High,SIF_POTENTIAL,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0124,Routine work,none,Confined space,routine_work-cohort-2,high,stable,101,"at cedar ridge station in the workshop aisle, the supervisor prepared valve maintenance during the isolation check stage. the equipment was hand tool, bench, and disconnected source. a routine task continued after a minor control deviation was observed. a worker walked close to the obstruction. the expected housekeeping, ordinary footing, and task check was not verified. a secondary check also covered this area, and a loose label was replaced on a stored tool before work stopped. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. demo sequence 0124 was logged.",High,SIF_POTENTIAL,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0125,Hot work,LSR05,none,hot_work-cohort-2,high,stable,87,"at delta point facility in the fabrication bay, the operator prepared driving during the equipment positioning stage. the equipment was welding torch, gas cylinder, and nearby vapour source. welding started near flammable gas before the ignition source was controlled. the welder was beside the potential fire and explosion path. the expected permit, gas test, fire watch, and ignition-source control was not verified. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. demo sequence 0125 was logged.",High,SIF_POTENTIAL,['LSR05'],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0126,Confined space,LSR02,none,confined_space-cohort-2,high,declining,92,"at echo valley works in the vessel entry station, the rigger prepared hot work during the post-task check stage. the equipment was isolated vessel, gas monitor, and ventilation fan. the confined space entry began without a gas test, attendant, or rescue plan. the entrant was at the vessel opening with a possible toxic atmosphere. the expected entry permit, gas test, attendant, and rescue plan was not verified. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. demo sequence 0126 was logged.",High,SIF_POTENTIAL,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0127,Working at height,LSR09,none,working_at_height-cohort-1,high,stable,85,"at cedar ridge station in the maintenance platform, the technician prepared valve maintenance during the pre-job setup stage. the equipment was access ladder, scaffold, and fall-protection lanyard. the worker was working at height without fall protection, harness, or lanyard. the worker was positioned at height above the lower deck. the expected guardrail, harness, lanyard, and tie-off point was not verified. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. demo sequence 0127 was logged.",High,SIF_POTENTIAL,['LSR09'],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0128,Line of fire,LSR06,Routine work,line_of_fire-cohort-1,high,rising,106,"at blue mesa yard in the pipe rack laydown area, the driver prepared inspection during the post-task check stage. the equipment was pipe spool and temporary lifting frame. a suspended load fell and struck a worker. a rigger stood in the line of fire beside the load path. the expected exclusion zone, tag line, and hands-off positioning was not verified. a secondary check also covered this area, and a small hand tool was moved outside the marked boundary before work stopped. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. demo sequence 0128 was logged.",High,SIF_POTENTIAL,['LSR06'],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0129,Energy isolation,LSR04,none,energy_isolation-cohort-2,high,rising,96,"at aurora basin in the valve gallery, the rigger prepared pressure testing during the task execution stage. the equipment was process valve and stored-pressure line. stored pressure was not completely isolated. the technician stood in the pressure release path. the expected lockout, drain, and zero-energy verification was not verified. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. the task status, work boundary, equipment condition, and immediate response were entered in the synthetic shift log for a complete demonstration record. demo sequence 0129 was logged.",High,SIF_POTENTIAL,['LSR04'],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0130,Working at height,LSR09,none,working_at_height-cohort-2,high,rising,84,"at blue mesa yard in the maintenance platform, the rigger prepared inspection during the post-task check stage. the equipment was access ladder, scaffold, and fall-protection lanyard. the worker was working at height without fall protection, harness, or lanyard. the worker was positioned at height above the lower deck. the expected guardrail, harness, lanyard, and tie-off point was not verified. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. demo sequence 0130 was logged.",High,SIF_POTENTIAL,['LSR09'],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0131,Routine work,none,none,routine_work-cohort-2,high,stable,81,"at delta point facility in the workshop aisle, the rigger prepared pressure testing during the post-task check stage. the equipment was hand tool, bench, and disconnected source. a routine task continued after a minor control deviation was observed. a worker walked close to the obstruction. the expected housekeeping, ordinary footing, and task check was not verified. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. demo sequence 0131 was logged.",High,SIF_POTENTIAL,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0132,Routine work,none,Energy isolation,routine_work-cohort-2,high,stable,101,"at delta point facility in the workshop aisle, the rigger prepared electrical maintenance during the task execution stage. the equipment was hand tool, bench, and disconnected source. a routine task continued after a minor control deviation was observed. a worker walked close to the obstruction. the expected housekeeping, ordinary footing, and task check was not verified. a secondary check also covered this area, and a loose label was replaced on a stored tool before work stopped. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. demo sequence 0132 was logged.",High,SIF_POTENTIAL,[],"['LSR01', 'LSR02', 'LSR08']",True
