report_id,report_date,site,activity,report_type,narrative,source
DEMO500-0126,2026-08-03,Echo Valley Works,Hot Work,Unsafe Condition,"At Echo Valley Works in the vessel entry station, the rigger prepared hot work during the post-task check stage. The equipment was isolated vessel, gas monitor, and ventilation fan. The confined space entry began without a gas test, attendant, or rescue plan. the entrant was at the vessel opening with a possible toxic atmosphere. The expected entry permit, gas test, attendant, and rescue plan was not verified. No serious injury occurred, but severe harm was credible. Work stopped, the control was restored, and the event was recorded. Demo sequence 0126 was logged.",synthetic_judge_demo_v0_1
DEMO500-0127,2026-08-12,Cedar Ridge Station,Valve Maintenance,Incident,"At Cedar Ridge Station in the maintenance platform, the technician prepared valve maintenance during the pre-job setup stage. The equipment was access ladder, scaffold, and fall-protection lanyard. The worker was working at height without fall protection, harness, or lanyard. the worker was positioned at height above the lower deck. The expected guardrail, harness, lanyard, and tie-off point was not verified. No serious injury occurred, but severe harm was credible. Work stopped, the control was restored, and the event was recorded. Demo sequence 0127 was logged.",synthetic_judge_demo_v0_1
DEMO500-0128,2026-07-30,Blue Mesa Yard,Inspection,Near Miss,"At Blue Mesa Yard in the pipe rack laydown area, the driver prepared inspection during the post-task check stage. The equipment was pipe spool and temporary lifting frame. A suspended load fell and struck a worker. a rigger stood in the line of fire beside the load path. The expected exclusion zone, tag line, and hands-off positioning was not verified. A secondary check also covered this area, and a small hand tool was moved outside the marked boundary before work stopped. No serious injury occurred, but severe harm was credible. Work stopped, the control was restored, and the event was recorded. Demo sequence 0128 was logged.",synthetic_judge_demo_v0_1
DEMO500-0129,2026-08-26,Aurora Basin,Pressure Testing,Unsafe Act,"At Aurora Basin in the valve gallery, the rigger prepared pressure testing during the task execution stage. The equipment was process valve and stored-pressure line. Stored pressure was not completely isolated. the technician stood in the pressure release path. The expected lockout, drain, and zero-energy verification was not verified. No serious injury occurred, but severe harm was credible. Work stopped, the control was restored, and the event was recorded. The task status, work boundary, equipment condition, and immediate response were entered in the synthetic shift log for a complete demonstration record. Demo sequence 0129 was logged.",synthetic_judge_demo_v0_1
DEMO500-0130,2026-08-27,Blue Mesa Yard,Inspection,Near Miss,"At Blue Mesa Yard in the maintenance platform, the rigger prepared inspection during the post-task check stage. The equipment was access ladder, scaffold, and fall-protection lanyard. The worker was working at height without fall protection, harness, or lanyard. the worker was positioned at height above the lower deck. The expected guardrail, harness, lanyard, and tie-off point was not verified. No serious injury occurred, but severe harm was credible. Work stopped, the control was restored, and the event was recorded. Demo sequence 0130 was logged.",synthetic_judge_demo_v0_1
DEMO500-0131,2026-09-01,Delta Point Facility,Pressure Testing,Incident,"At Delta Point Facility in the workshop aisle, the rigger prepared pressure testing during the post-task check stage. The equipment was hand tool, bench, and disconnected source. A routine task continued after a minor control deviation was observed. a worker walked close to the obstruction. The expected housekeeping, ordinary footing, and task check was not verified. No serious injury occurred, but severe harm was credible. Work stopped, the control was restored, and the event was recorded. Demo sequence 0131 was logged.",synthetic_judge_demo_v0_1
DEMO500-0132,2026-08-26,Delta Point Facility,Electrical Maintenance,Near Miss,"At Delta Point Facility in the workshop aisle, the rigger prepared electrical maintenance during the task execution stage. The equipment was hand tool, bench, and disconnected source. A routine task continued after a minor control deviation was observed. a worker walked close to the obstruction. The expected housekeeping, ordinary footing, and task check was not verified. A secondary check also covered this area, and a loose label was replaced on a stored tool before work stopped. No serious injury occurred, but severe harm was credible. Work stopped, the control was restored, and the event was recorded. Demo sequence 0132 was logged.",synthetic_judge_demo_v0_1
DEMO500-0133,2026-07-23,Delta Point Facility,Hot Work,Unsafe Condition,"At Delta Point Facility in the vessel entry station, the technician prepared hot work during the isolation check stage. The equipment was isolated vessel, gas monitor, and ventilation fan. The confined space entry began without a gas test, attendant, or rescue plan. the entrant was at the vessel opening with a possible toxic atmosphere. The expected entry permit, gas test, attendant, and rescue plan was not verified. No serious injury occurred, but severe harm was credible. Work stopped, the control was restored, and the event was recorded. Demo sequence 0133 was logged.",synthetic_judge_demo_v0_1
DEMO500-0134,2026-07-22,Echo Valley Works,Pressure Testing,Near Miss,"At Echo Valley Works in the valve gallery, the inspector prepared pressure testing during the task execution stage. The equipment was process valve and stored-pressure line. Stored pressure was not completely isolated. the technician stood in the pressure release path. The expected lockout, drain, and zero-energy verification was not verified. No serious injury occurred, but severe harm was credible. Work stopped, the control was restored, and the event was recorded. Demo sequence 0134 was logged.",synthetic_judge_demo_v0_1
DEMO500-0135,2026-09-08,Aurora Basin,Driving,Unsafe Condition,"At Aurora Basin in the workshop aisle, the operator prepared driving during the equipment positioning stage. The equipment was hand tool, bench, and disconnected source. A routine task continued after a minor control deviation was observed. a worker walked close to the obstruction. The expected housekeeping, ordinary footing, and task check was not verified. No serious injury occurred, but severe harm was credible. Work stopped, the control was restored, and the event was recorded. Demo sequence 0135 was logged.",synthetic_judge_demo_v0_1
