candidate_id,source,source_record_id,narrative,pass_a_label,pass_a_confidence,pass_a_hazard,pass_a_exposure,pass_a_barrier_failure,pass_a_credible_consequence,pass_a_reason,pass_a_framework_version,pass_b_label,pass_b_confidence,pass_b_hazard,pass_b_exposure,pass_b_barrier_failure,pass_b_credible_consequence,pass_b_reason,pass_b_framework_version,consensus_label,consensus_confidence,reconciliation_status,label_provenance
OSHA-SIR-20241211220,OSHA_SIR,20241211220,"An employee was tripping pipe out of a well. After one of the joints was unlatched, the block began coming down while there was an 18-inch pipe wrench stuck underneath the brake assembly. The block slowed down but did not stop. The block and bales impacted the rig floor. The bales fell on top of the injured employee's leg and head and the employee sustained an open fracture to the lower left leg/calf.",SIF_POTENTIAL,0.99,"Moving rig blocks, pipe, or retained line at elevation",Worker was in the movement path on the rig,"Coordination, retention, or exclusion controls failed","Fall, crushing, or major amputation",Rig movement exposed the worker to high-energy equipment with credible fatal or life-altering consequences.,AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.95,"Suspended, lifted, or falling heavy load",Personnel were beneath or immediately beside the load path,"Load support, retention, rigging, or exclusion control failed",Credible fatal crushing or catastrophic head and body trauma,The uncontrolled load and occupied drop zone support a credible fatal or life-altering consequence.,SIF_LABELING_GUIDE_V0_1,SIF_POTENTIAL,0.950000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
OSHA-SIR-2024054149,OSHA_SIR,2024054149,"An employee was lifting the lid to a control panel on an underground wiring pulling machine when the lid fell and caught their right ring fingertip, crushing it. They sustained an open displaced fracture of the distal phalanx of the finger, and a partial amputation through the phalanx.",NON_SIF_POTENTIAL,0.93,Localized pinch or caught-between point,Hand or finger was placed at the contact point,Hand-positioning or pinch-point control failed,Localized digit injury,The described geometry confines exposure to a hand or finger without credible whole-body or fatal escalation.,AI_SOL_XHIGH_PASS_A,NON_SIF_POTENTIAL,0.89,Localized hand or finger pinch and crush energy,A hand or finger entered the immediate pinch point,Hand placement or local separation control failed,Localized hand injury without a supported fatal or life-altering escalation,The narrative supports a localized low-energy pinch exposure without credible fatal or life-altering escalation.,SIF_LABELING_GUIDE_V0_1,NON_SIF_POTENTIAL,0.890000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
OSHA-SIR-2024076231,OSHA_SIR,2024076231,"Two employees were looking for steel tubing in the yard. Employee 1 knelt down to read the size numbers on the tubing. Employee 2 pulled out a piece of tubing and then tripped over a white mesh bag of parts from a delivery. The tubing was dropped on employee 1's right middle finger, amputating the fingertip.",NON_SIF_POTENTIAL,0.91,Small component dropped at hand level,Worker's hand or finger was beneath the component,Hand placement and support control failed,Localized digit injury,The described drop is confined to the hand without credible full-body or fatal exposure.,AI_SOL_XHIGH_PASS_A,NON_SIF_POTENTIAL,0.89,Localized hand or finger pinch and crush energy,A hand or finger entered the immediate pinch point,Hand placement or local separation control failed,Localized hand injury without a supported fatal or life-altering escalation,The narrative supports a localized low-energy pinch exposure without credible fatal or life-altering escalation.,SIF_LABELING_GUIDE_V0_1,NON_SIF_POTENTIAL,0.890000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
OSHA-SIR-2024054524,OSHA_SIR,2024054524,An employee was helping to prop up an engine head on a work table when it slipped out of his grip and landed on his left middle finger. The employee sustained a crush injury to the finger.,NON_SIF_POTENTIAL,0.8,Small component dropped at hand level,Worker's hand or finger was beneath the component,Hand placement and support control failed,Localized digit injury,The described drop is confined to the hand without credible full-body or fatal exposure.,AI_SOL_XHIGH_PASS_A,NON_SIF_POTENTIAL,0.89,Localized hand or finger pinch and crush energy,A hand or finger entered the immediate pinch point,Hand placement or local separation control failed,Localized hand injury without a supported fatal or life-altering escalation,The narrative supports a localized low-energy pinch exposure without credible fatal or life-altering escalation.,SIF_LABELING_GUIDE_V0_1,NON_SIF_POTENTIAL,0.800000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
OSHA-SIR-20241110530,OSHA_SIR,20241110530,Two employees were performing routine maintenance on a mud pump. The injured employee was holding a plunger cap in place when the second employee dropped the plunger cap and the injured employee's right middle fingertip was caught between the plunger cap and the pump. The employee sustained a partial amputation to the right middle fingertip.,NON_SIF_POTENTIAL,0.92,Small component dropped at hand level,Worker's hand or finger was beneath the component,Hand placement and support control failed,Localized digit injury,The described drop is confined to the hand without credible full-body or fatal exposure.,AI_SOL_XHIGH_PASS_A,NON_SIF_POTENTIAL,0.89,Localized hand or finger pinch and crush energy,A hand or finger entered the immediate pinch point,Hand placement or local separation control failed,Localized hand injury without a supported fatal or life-altering escalation,The narrative supports a localized low-energy pinch exposure without credible fatal or life-altering escalation.,SIF_LABELING_GUIDE_V0_1,NON_SIF_POTENTIAL,0.890000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
OSHA-SIR-2024075952,OSHA_SIR,2024075952,"An employee was spotting for an excavator that was pulling an old pipe from the ground. The wall of an adjacent excavation caved in and caused the excavator to tip into it. The top knuckle of the excavator boom struck the injured employee on the lower back, resulting in a fractured pelvis and ribs.",SIF_POTENTIAL,0.99,Heavy equipment tipping into occupied area,Worker was beside and struck by the falling boom,Ground stability and exclusion-zone controls failed,Fatal crushing by overturning equipment,Loss of ground or excavation stability caused heavy equipment to tip toward personnel.,AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.93,"Heavy moving, shifting, rolling, or collapsing equipment",Personnel occupied the crush or line-of-fire zone,"Stability, exclusion-zone, or movement control failed",Credible fatal or life-altering crush trauma,A person was exposed to uncontrolled heavy movement with credible fatal or life-altering crush potential.,SIF_LABELING_GUIDE_V0_1,SIF_POTENTIAL,0.930000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
OSHA-SIR-2025021658,OSHA_SIR,2025021658,"An employee was operating a forklift to drain some hoses of oil-based mud. The employee drove the forklift on soft and uneven ground, stopped, and raised the boom approximately forty feet to begin draining the hoses. As the employee stepped off the forklift, the soft ground gave way (impression of at least 9"") and the forklift began tipping over. The employee was struck by the boom as it was falling and sustained a dislocated knee as well as a back injury.",SIF_POTENTIAL,0.99,Heavy equipment tipping into occupied area,Worker was beside and struck by the falling boom,Ground stability and exclusion-zone controls failed,Fatal crushing by overturning equipment,Loss of ground or excavation stability caused heavy equipment to tip toward personnel.,AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.93,"Heavy moving, shifting, rolling, or collapsing equipment",Personnel occupied the crush or line-of-fire zone,"Stability, exclusion-zone, or movement control failed",Credible fatal or life-altering crush trauma,A person was exposed to uncontrolled heavy movement with credible fatal or life-altering crush potential.,SIF_LABELING_GUIDE_V0_1,SIF_POTENTIAL,0.930000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
OSHA-SIR-2024076544,OSHA_SIR,2024076544,"An employee was trying to take out the cylinder of a power tong. Once the cylinder came out of its shackle, it fell and crushed the employee's right little finger below the nail. The employee suffered a fingertip amputation.",NON_SIF_POTENTIAL,0.84,Small component dropped at hand level,Worker's hand or finger was beneath the component,Hand placement and support control failed,Localized digit injury,The described drop is confined to the hand without credible full-body or fatal exposure.,AI_SOL_XHIGH_PASS_A,NON_SIF_POTENTIAL,0.89,Localized hand or finger pinch and crush energy,A hand or finger entered the immediate pinch point,Hand placement or local separation control failed,Localized hand injury without a supported fatal or life-altering escalation,The narrative supports a localized low-energy pinch exposure without credible fatal or life-altering escalation.,SIF_LABELING_GUIDE_V0_1,NON_SIF_POTENTIAL,0.840000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
OSHA-SIR-2024087451,OSHA_SIR,2024087451,"An employee was replacing the well house. After installing the new well house, the employee drilled a 2- to 3-inch hole in the side of the well house to run a 2-inch pipe. The employee inserted the pipe into the hole and secured it inside the well house. The employee then traveled outside the well house to apply tape onto the threaded section of the new pipe. The employee used his left index finger to hold the tape on the threads. The pipe section inside the well house fell from its support and the employee's finger was lacerated, resulting in a fingertip amputation.",NON_SIF_POTENTIAL,0.82,Small component dropped at hand level,Worker's hand or finger was beneath the component,Hand placement and support control failed,Localized digit injury,The described drop is confined to the hand without credible full-body or fatal exposure.,AI_SOL_XHIGH_PASS_A,NON_SIF_POTENTIAL,0.89,Localized hand or finger pinch and crush energy,A hand or finger entered the immediate pinch point,Hand placement or local separation control failed,Localized hand injury without a supported fatal or life-altering escalation,The narrative supports a localized low-energy pinch exposure without credible fatal or life-altering escalation.,SIF_LABELING_GUIDE_V0_1,NON_SIF_POTENTIAL,0.820000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
OSHA-SIR-2024032201,OSHA_SIR,2024032201,"A crew of employees was using a hoist to lift a drillable sub on the rig floor. Single-joint elevators were placed on the sub before lifting. As the crew started to lift the sub, the sub struck the derrick leg, causing the single-joint elevators to open and the sub to drop approximately 1 1/2 feet, striking the injured employee in the right leg below the knee. The employee suffered two leg fractures.",SIF_POTENTIAL,0.91,Pipe rack fell from forklift forks,Worker was beside and partly under the falling rack,Load securement and exclusion-zone controls failed,Fatal struck-by or crushing injury,A heavy rack fell from lifting equipment into an occupied area and could have struck the body.,AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.95,"Suspended, lifted, or falling heavy load",Personnel were beneath or immediately beside the load path,"Load support, retention, rigging, or exclusion control failed",Credible fatal crushing or catastrophic head and body trauma,The uncontrolled load and occupied drop zone support a credible fatal or life-altering consequence.,SIF_LABELING_GUIDE_V0_1,SIF_POTENTIAL,0.910000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
OSHA-SIR-2025032244,OSHA_SIR,2025032244,"An employee was running a pig through a water line to clear the ice. The pig caused the 12-inch water line to whip and strike the employee, resulting in a head laceration and broken leg.",SIF_POTENTIAL,0.96,Large line whipping during pigging,Worker was in the line's movement path,Line restraint and energy-control measures failed,Fatal head strike or whole-body trauma,The 12-inch line whipped through the occupied area with sufficient energy for a fatal strike.,AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.96,"Stored pressure, tension, projectile, or hose-whip energy",Personnel were in the release or projectile line of fire,"Isolation, depressurization, restraint, or containment failed","Credible fatal impact, penetration, major amputation, or internal trauma",Uncontrolled stored energy exposed personnel to a credible fatal or life-altering release consequence.,SIF_LABELING_GUIDE_V0_1,SIF_POTENTIAL,0.960000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
